Soil_Moisture,Rainfall,Temperature,Humidity,pH_Level,Nitrogen_Content,Phosphorus_Content,Potassium_Content,Crop_Height,Yield_Per_Hectare,Irrigation_Frequency,Seed_Rate,Pesticide_Usage,Weed_Infestation,Harvest_Time,Fertilizer_Usage,Soil_Type,Irrigation_Type,Crop_Type,Yield
82.75576133,41.45557349,98.95788946,31.21142811,18.90717611,41.03082358,58.91895232,79.15284934,59.3229765,95.52920851,83.14570445,74.12056882,68.94131791,83.98292922,45.0425048,67.85574905,Clay,Sprinkler,Fruit,536.9079356
37.41523923,20.26862064,97.95519393,74.22942548,34.42432556,90.42837842,31.4436172,,44.3684577,51.87153837,62.16675132,56.96104701,16.97464195,27.46933905,66.96878232,62.58653765,Sandy,Flood,Fruit,246.7158177
18.79049026,23.61221459,81.44362935,88.63102311,86.95984798,36.23652353,86.5982694,46.81069631,82.88887735,73.09604648,31.21853616,24.53715301,15.22266644,18.20928509,64.60245671,57.55441782,Clay,Drip,Vegetable,164.5256704
71.58097239,30.2785237,69.34806659,21.41216192,41.18223584,60.6440389,60.14971404,57.15767824,62.60229385,76.33233152,90.52130569,44.57588997,53.66682426,39.64912645,53.27488509,51.58918875,Sandy,Sprinkler,Cereal,446.2909365
49.61372444,32.58699952,62.00263452,87.99361197,97.57408146,18.97578751,28.61569343,22.13873618,45.15058922,69.60227928,14.07324825,62.66100926,96.20079725,45.00080476,94.9948658,53.40248824,Sandy,Sprinkler,Vegetable,342.9719254
20.98344114,86.55544521,87.94913908,63.4217729,98.17609013,92.97600671,66.1157029,12.33840644,19.86380833,59.24035975,28.16376474,75.26803569,48.41163425,37.56319088,12.08317108,28.33093766,Clay,Drip,Fruit,357.7622209
54.56592191,60.51005095,36.04955695,21.43994418,34.14484184,22.6693412,42.19450884,23.75252284,90.59007824,89.34831591,77.6842235,67.18596017,42.08330428,22.17167071,74.0919236,57.48443889,Loamy,Sprinkler,Fruit,454.590656
13.0949669,57.10518202,52.09130912,48.47876698,13.68804,30.24071252,85.99650511,66.41682591,13.19226268,50.40340383,73.84401373,74.27105216,99.8161044,32.57558737,46.88558815,51.81002628,Clay,Flood,Vegetable,243.3208068
91.83883619,20.32919847,65.74509724,24.47742641,73.45569558,60.23207423,50.79697648,16.62564354,87.68686135,15.49926608,36.03445244,48.62372541,57.87720647,71.40541641,74.24114054,52.42238666,Clay,Drip,Cereal,516.5690292
33.29019834,87.4125724,47.00714283,73.03131,50.58878524,78.76837002,75.37972223,27.07267284,42.39653724,86.01007381,15.58223878,75.48645615,43.77172662,44.73356647,70.76976828,52.21151985,Clay,Sprinkler,Cereal,431.4487509
69.62700559,75.05328729,48.47378087,78.2981321,19.06775596,65.74161753,18.59825869,40.40684971,67.54048872,70.65831451,87.2270265,22.93671304,44.7274732,66.92945002,10.92142023,45.31389007,Sandy,Flood,Vegetable,576.1699152
38.05399685,16.09015257,39.72562008,19.52168682,73.67705371,30.89205215,45.64219117,17.00830579,,86.43327638,38.23278743,24.63276806,27.54635464,58.26734019,35.68046457,40.50506138,Sandy,Flood,Fruit,240.5491896
56.80612191,73.70515875,60.7808635,55.55258674,12.80574182,10.08487383,98.49172928,27.2529344,23.6535954,22.46926982,27.61420734,24.65489312,56.10007517,59.41476459,27.01823685,50.92826855,Sandy,Drip,Vegetable,514.5182581
59.20392514,58.91843956,86.55170752,83.31625504,88.31770214,78.14355223,82.76142605,92.01428101,61.02554281,12.76776465,56.44556401,90.17784613,49.49695254,32.36946022,25.02877176,36.66608373,Clay,Drip,Vegetable,475.7838499
26.636901,17.35528112,28.13755402,94.25467374,22.47872762,98.66865933,24.39467221,11.7369219,78.79895761,94.09370863,91.92044794,16.8430657,34.37157667,56.93887295,75.56290157,52.8169096,Loamy,Drip,Cereal,185.5863562
97.2626165,51.24705774,94.09897349,56.21660801,21.45806909,82.89218083,34.99876445,68.80887318,,23.29554753,13.91919201,82.13575355,24.44860779,12.12352425,31.55962142,39.71757276,,Flood,Fruit,641.731187
79.7619541,53.62266584,72.01788884,95.52513013,25.81050682,51.41859563,39.6834228,44.59680378,57.30687231,82.86870989,78.92236792,31.02138082,38.01149818,48.85693681,52.72638535,59.66077119,Clay,Sprinkler,Fruit,563.9082561
94.55490474,24.91970861,84.09458914,,96.42397226,91.33905353,68.53290044,70.53838655,66.22655139,84.0888948,61.52259051,52.15869464,55.78149949,61.53605409,32.22900958,35.73588043,Clay,Flood,Cereal,556.2336035
90.53446154,95.11283323,60.05716234,45.47714451,72.38524242,46.88629058,78.12952835,62.98225483,78.17742947,73.78346805,48.29042049,92.43609359,15.24999451,26.37960592,62.22104411,49.56307338,Loamy,Flood,Fruit,736.8142647
63.81099809,86.49778343,80.15650313,86.33828157,82.12343819,57.24406758,77.45739479,30.11488789,85.6924874,21.813599,76.96723997,62.73435067,23.83696257,33.09026556,74.85163913,50.7484649,Sandy,Drip,Fruit,579.4459526
92.96868115,70.21201036,11.45803576,54.36844394,45.78714872,52.94167907,55.88866507,86.24885388,78.56317872,70.06587621,96.9241982,28.91059176,95.28915403,29.75779178,39.79672648,62.19403685,Clay,Sprinkler,Cereal,690.7844434
17.96432518,51.60660049,83.65423823,52.47122595,40.26814548,50.28614854,82.97384841,,41.86044489,90.0177925,30.628559,35.56810543,58.85698159,16.35021597,64.27187635,52.55586067,Loamy,Flood,Fruit,244.3962251
27.63845762,47.05889874,13.61249732,54.12812405,31.10356061,79.76716924,49.33702745,84.0282417,99.7053761,48.29784803,22.92826286,92.84019615,15.71043733,41.3071589,84.2369297,41.86501821,Loamy,Drip,Fruit,278.9150264
14.070456,68.58761204,90.09220387,86.21065017,53.25832255,57.40920165,21.14925088,46.54112826,49.10524243,47.21651689,92.15935707,48.44295326,72.37789829,98.10691898,18.48018566,41.08208334,Loamy,Drip,Vegetable,271.9174017
39.27972977,59.08886825,99.27664725,,59.66458602,38.50454098,60.79976575,98.62169985,12.20182325,49.85724786,70.20577697,62.82869347,15.56225831,41.84923658,73.96035391,64.46908733,Sandy,Sprinkler,Fruit,374.0840602
44.98095607,15.60457953,36.4660716,46.31679932,66.85973593,33.23423509,95.70712461,79.34404227,42.63552564,17.40447016,49.41874194,51.3938977,76.49868043,51.44829597,39.083045,49.62856436,Loamy,Sprinkler,Vegetable,271.3476319
34.42141286,56.12523839,28.92867007,39.99698739,33.14066536,13.39725853,81.36942863,96.93551846,21.50046591,90.28230121,61.59336132,44.05942792,77.49664495,68.77785259,21.03849609,48.05845563,Loamy,Drip,Vegetable,342.4490816
84.58637582,82.57632555,78.88270275,54.27352216,95.37886728,62.48756457,62.08305829,56.2893831,20.92983542,88.22645776,77.10525147,30.09512142,68.59710782,68.36479761,59.10887869,43.05161904,Loamy,Sprinkler,Vegetable,672.0144764
42.1077994,51.33158898,32.77237068,61.54952588,25.27826484,30.69652739,68.21250943,52.63220191,35.33815361,99.81183896,79.57287088,71.75723504,75.89840902,95.4905482,30.36360873,37.87290685,Clay,Sprinkler,Cereal,354.6658594
35.28410587,14.67609198,87.90061449,31.45034896,96.90878573,23.33205298,93.75058243,77.99084284,,62.66648273,92.79047627,74.64178236,17.91692029,87.18077264,83.92256134,69.00617195,Clay,Flood,Cereal,213.9141354
58.84264748,80.76503794,19.25583329,81.45595762,11.33705103,68.84469674,48.5508515,89.22621367,71.96609696,77.60724728,48.415851,34.73965824,75.41024971,81.45556184,13.86063186,50.6344531,Clay,Sprinkler,Fruit,535.7013746
22.68318025,28.12274039,21.33596767,53.78344892,53.30131226,71.3088332,39.8254725,96.77312163,16.65899958,28.24047157,36.4069819,81.01097587,22.30194878,95.64645032,18.87876066,38.99119257,Loamy,Drip,Vegetable,195.6580677
82.19772827,33.27587514,98.12363996,40.06409936,40.00310543,77.6939403,97.95174085,39.20967154,28.29605999,70.07759364,67.56978401,86.90816803,40.55553165,30.76888469,56.88965134,57.42340013,Loamy,Sprinkler,Fruit,505.6440725
16.70955793,24.82357181,70.64550084,19.61388937,50.42110725,55.32192067,87.70988202,81.88341165,18.3609743,68.47595639,47.41551094,92.86075866,94.84707282,65.53487752,63.00476057,55.97374376,Sandy,Flood,Fruit,148.8175615
98.81982429,39.71935584,86.2198502,31.49606444,61.35981211,90.46491447,39.07392262,28.95810379,15.68509578,91.10878623,63.51386086,24.50911725,55.25879299,89.847709,75.68979981,37.50739374,Loamy,Sprinkler,Fruit,621.3805908
79.50202924,78.10763551,39.18964396,95.43530546,49.20302422,94.27084781,51.74025376,59.10169121,34.0976499,84.77134506,47.79872186,37.35313153,97.06837889,66.17243425,33.33346554,44.15441,Sandy,Flood,Fruit,639.8689272
27.88441134,56.74472736,70.88353746,,47.33621653,82.66338458,47.35703161,26.18633336,61.47090709,94.46198164,23.7696208,87.43180128,18.0030213,97.96784271,85.75843674,54.58576988,Loamy,Sprinkler,Fruit,313.441813
10.49699054,28.43931467,63.48176446,25.19733604,75.94510739,67.20341338,23.41861108,41.26576256,96.82170008,88.19501254,52.24840765,27.86861825,52.98009396,19.03174425,95.78281058,57.25446589,Sandy,Sprinkler,Vegetable,134.8746018
83.39152856,89.00470703,64.28351081,51.46055125,71.72886476,37.33488582,96.20373914,93.82225305,88.80009889,88.18245054,72.18260397,10.31216133,15.61620882,49.53974525,54.91353732,42.37897629,Clay,Drip,Vegetable,691.3184496
73.61716095,89.16236695,71.42792136,37.6378969,84.99441538,98.46504295,46.38811881,23.14816298,88.83405329,15.7350994,81.93554269,88.37445792,66.71892362,97.96266171,78.44782285,31.34706933,Loamy,Drip,Vegetable,631.9778652
75.61064512,88.35205825,61.78232558,,32.49630831,34.67225505,88.77961744,66.91608056,,86.13657574,54.39936491,39.38044976,17.08363012,44.16112257,57.23635191,52.46052403,Sandy,Sprinkler,Vegetable,645.2855375
79.4143312,31.49165902,48.61561324,39.08306956,64.85756588,28.23912298,27.04206049,63.36588456,33.84164741,64.67305551,24.87141012,47.30477726,25.78310223,76.56007376,16.25203265,58.56606217,Clay,Sprinkler,Cereal,487.5960292
16.66401866,50.61154098,34.83304249,58.96977615,62.66753069,49.79387024,59.30837296,,16.87539851,44.24000066,47.32189387,50.17006231,33.29472791,12.7362611,39.35003616,49.41741758,Clay,Flood,Vegetable,235.2757447
42.26191557,98.64906905,79.17231978,59.65411348,43.27640298,15.11565136,12.15652466,39.33811394,80.06215059,15.08631619,80.7664536,86.34471406,77.38694665,72.53534032,17.87380207,46.93964515,,Flood,Vegetable,509.6903292
20.42821536,79.48112287,30.3645187,42.09030291,53.74517877,98.06450182,78.77984355,60.66833541,16.28346713,70.99063973,47.15733436,40.41029301,24.75659069,94.11640593,98.99912073,65.86590176,Sandy,Drip,Vegetable,333.098509
87.67930833,12.44506791,72.31188755,50.25724806,38.2403929,62.95902008,62.28225084,26.84607481,60.10261037,39.53815755,72.68777142,90.30518973,86.1968848,44.44356567,30.61233209,29.88112166,Sandy,Sprinkler,Cereal,473.6197824
66.09683141,15.86841321,30.99995404,96.89661264,22.76599579,60.12568825,66.30306251,82.05612908,32.30880151,52.09986385,55.64923135,65.52452242,21.87135449,11.91698541,67.23103775,57.23639919,Sandy,Sprinkler,Fruit,379.3440825
39.78082224,51.75382391,66.2797153,43.96136295,29.24210896,69.02166519,14.65487943,97.49408586,31.91010706,71.35555933,31.71008126,57.45580516,13.17200042,12.5118824,35.59105918,57.83356029,Clay,Flood,Cereal,347.8942472
15.72025153,91.82981853,77.23704404,33.24041319,19.49622818,54.7321283,28.99344972,29.328346,99.16525497,92.05970923,81.65354572,39.30530564,45.55408771,90.28209751,68.79215938,42.28356699,Sandy,Sprinkler,Vegetable,349.3763817
37.98840895,58.48316182,29.68425,31.91203397,71.47626177,12.88571654,16.68977851,26.82207683,78.11018263,84.2893224,17.57921087,31.93405267,98.14974778,75.02644964,28.93615218,26.86919691,Clay,Sprinkler,Vegetable,366.6474047
39.26649898,54.80312572,15.39489708,51.19881514,69.46546538,65.108016,36.00228842,50.94415646,85.32454225,50.55374162,57.24012545,66.16525985,19.9308005,19.60177458,80.67430593,57.57888391,Sandy,Sprinkler,Cereal,358.0686138
75.66455605,19.492633,21.78763687,78.35681338,95.55457344,74.45564893,66.46951069,77.29887494,61.47844168,44.90048417,28.80019308,50.22047441,19.15465996,14.91312493,19.97304426,53.21764812,Clay,Flood,Fruit,430.6527113
67.38017242,69.11020943,64.53972705,28.53893658,75.67105723,47.50741546,60.95673859,35.34405492,88.39128587,31.5801765,16.03590657,91.94644089,77.60498597,82.43428273,90.56353601,64.21293127,Loamy,Flood,Cereal,544.3796629
89.84914683,83.98928445,86.45017656,73.83665144,14.68412549,78.15660149,65.09348395,11.78919178,68.09414852,43.51840761,55.26405434,54.24748445,38.09455246,82.88745695,85.63795233,44.35223535,Clay,Flood,Cereal,703.3887514
52.49934326,44.23780068,14.04971391,11.9034841,89.58206565,30.43011694,59.43261442,58.70985652,95.15563343,19.99417486,54.96059403,56.0615425,74.55534555,20.84696558,71.09266093,51.74542445,Sandy,Sprinkler,Vegetable,406.4318353
20.76348213,79.80506658,76.07361331,47.70396802,87.64076467,29.9148932,34.57259161,96.0940511,35.32047274,97.39949575,73.62108115,47.5050953,28.00095305,37.13683635,16.06731644,33.21953779,Clay,Flood,Cereal,343.6538409
74.19203085,96.80289885,40.71867814,79.82785587,49.89882887,24.52752889,32.00567476,45.21491699,63.57875912,61.65256996,77.02756237,81.03366973,51.40647948,80.20234581,28.77121255,57.23122033,Sandy,Drip,Cereal,661.4241336
78.47065438,28.33898132,53.06755329,40.48596602,62.72767455,43.47952838,22.33537152,47.81210988,72.11182131,21.50252585,75.50123398,48.23552783,33.876089,57.28708639,87.34254361,34.68471801,Loamy,Drip,Cereal,475.9475136
60.51494778,57.09966681,93.59735949,60.73633913,97.84704992,86.23108319,86.41637874,97.20115454,45.36435745,41.75254083,46.86028596,34.24077998,50.63753934,96.09263747,20.97769909,49.63055787,Clay,Flood,Cereal,479.6193688
79.3870462,35.84241623,39.87743543,28.44813095,57.90739275,84.51208559,65.48314227,72.51468505,89.17371842,59.23352293,66.85208085,87.58277869,79.21873833,53.29563808,24.03388867,39.59249021,Loamy,Flood,Cereal,506.0920535
54.44160367,81.35689771,51.88032405,76.7795852,91.47896455,44.45417872,26.78599113,74.72547306,98.18228468,57.9597073,61.92507184,63.71453992,78.58089464,70.92621438,58.96029914,53.37957779,Clay,Sprinkler,Cereal,520.4573262
57.04595464,61.98340293,11.23141733,14.70511929,17.4734882,63.02068624,25.94884418,60.64318048,54.43925422,13.19530318,47.94055805,63.23591978,56.41950589,55.88050292,34.67596957,48.11496664,Clay,Flood,Vegetable,472.2922526
48.47869165,67.11241758,17.3438848,86.72883804,27.19466818,74.87346848,88.57320414,97.71482898,45.15765893,95.57569308,63.74914248,64.97399864,93.55346593,94.86689461,29.98681299,47.71866273,Loamy,Flood,Vegetable,448.3022673
12.28772141,81.81227437,33.2732432,,49.66794491,31.70860972,76.84577774,,52.47441357,34.78381133,95.2523089,74.69557734,33.74056922,45.87931829,61.82320887,49.37986907,Loamy,Drip,Vegetable,308.765844
19.71022843,45.63734254,12.50670167,88.69582285,62.62811275,25.13269773,69.34591719,90.55294764,86.74630712,11.4566202,27.36043693,38.17611904,31.6280216,30.68168097,43.53190088,50.32101551,Clay,Drip,Vegetable,228.4232109
12.82862671,92.35810616,66.82377934,41.72763172,83.46050667,97.48863939,46.61776968,72.94409792,68.0921583,16.87996081,91.51948862,13.04599337,65.24257611,39.39704743,22.65039071,64.0567016,Clay,Drip,Cereal,339.7763436
67.27693701,57.97259805,48.37585211,75.0415217,98.94359036,65.58015819,33.57780079,76.16042424,14.02951353,62.21754129,14.81099626,82.95338448,65.91673308,86.74976837,58.13683908,54.72005047,Clay,Drip,Cereal,509.0147786
38.2920383,24.21593406,59.33306825,38.7302768,44.99663468,98.32741497,98.15056868,36.13698299,58.79529194,22.40069686,37.75502916,21.60145485,14.18860356,54.81447072,44.8311163,43.16015106,Loamy,Flood,Cereal,266.3249332
55.7713622,72.63092064,25.71824673,91.53205041,14.26740725,40.39803884,81.75156175,37.31308282,11.55701105,13.75523136,35.93307238,74.96377635,64.69999411,41.88270732,76.10650968,43.95033029,,Drip,Cereal,497.5128406
91.68098265,81.39352154,36.63388265,21.3973413,82.1054353,73.272853,37.16013008,80.46861846,80.06818339,44.16638198,66.37285971,17.40837685,43.69925416,58.98340196,19.24798981,60.13827608,Loamy,Sprinkler,Vegetable,709.2374851
32.43630062,38.50855094,69.74420274,26.06678103,64.39426472,30.03432729,86.28083167,36.70356603,39.54810462,66.04850731,21.81024566,43.77770578,77.26982728,21.99067365,65.85519196,39.29244384,Clay,Sprinkler,Vegetable,279.6973537
46.93446307,87.14613313,96.87724513,54.37271126,27.8688573,33.50801541,78.30387538,60.64930637,52.48067339,20.06558244,89.41128507,15.67234628,82.72950981,10.48233742,49.28439942,50.12188359,Clay,Flood,Cereal,498.4685115
77.99960247,91.55289293,14.53750962,17.37445951,54.5345611,56.07119091,36.73724949,32.44170798,81.88102953,38.19950489,84.56962676,56.99923117,59.69384376,35.25262153,46.54556875,33.11711955,Loamy,Sprinkler,Cereal,659.5861538
30.59183489,34.92140386,90.13458888,27.63821662,76.8079221,38.7656313,48.38975688,83.52850427,,47.59846045,68.68592377,68.78221955,10.15345284,64.45051478,30.90589192,48.82895036,Clay,Drip,Cereal,258.4739304
,98.51693254,61.91930812,94.9389744,79.33706084,25.08594075,26.73581009,19.94512161,24.2687382,24.3514088,51.25724486,25.42898271,67.27292291,74.05126927,12.73834254,38.96881836,Clay,Drip,Cereal,379.1180122
36.07763076,22.66403752,60.75276101,97.8840695,54.96565708,33.65926318,19.99471999,84.65019758,45.81643388,55.54665086,93.96604379,43.44648566,77.39931517,84.39498697,86.29202749,43.50706404,Clay,Sprinkler,Fruit,238.0560786
24.50991585,28.18141016,55.02506817,43.86333964,37.46930771,13.2173555,75.04858296,64.24568205,30.69326472,17.66926782,84.76718992,93.72155419,32.40849396,93.39972035,39.37690774,51.89138205,Clay,Flood,Fruit,200.5276813
93.67278871,26.58023553,16.24546773,93.09574189,97.63683238,73.39812593,34.07606716,26.82185813,40.41112832,14.18666467,54.93836333,49.81502054,51.8181401,47.09011123,71.29819358,56.0522534,Clay,Drip,Fruit,551.7196019
82.73083416,90.4590739,18.08891666,59.03422081,69.70263499,54.29049914,83.80534292,58.7831847,,56.78518304,73.1686019,82.22892121,96.91539611,76.64651196,95.28286598,42.85083842,Sandy,Drip,Fruit,688.2978234
67.00633809,68.88632971,64.08208051,34.27682193,46.74137674,18.48187598,99.60478404,35.42489532,84.28729938,32.31072755,61.0236957,93.44662706,36.83039981,16.72056372,60.84912683,61.22300737,Loamy,Sprinkler,Cereal,538.744101
88.43145312,23.68938549,40.68627143,73.2158849,35.24169018,25.45245938,16.89578325,39.11206013,89.55116335,18.58364271,62.91480145,97.69112425,30.08379259,15.17769989,45.74322123,38.15408394,Loamy,Flood,Cereal,510.4329395
82.33048692,49.62910765,92.55412599,69.30116259,75.79926847,19.22810843,52.57316126,41.63752374,94.33491702,48.15213287,39.78784625,90.84898177,28.97693114,21.23181928,34.14462097,57.82735784,Loamy,Flood,Cereal,554.8723204
26.7913053,65.37682226,46.59314836,99.02127872,31.7965101,65.13335274,82.18563034,15.69873223,40.68422923,92.36266656,51.58761442,38.56647962,60.29207509,50.3712188,94.06394134,45.82383385,Sandy,Sprinkler,Fruit,335.0360415
